hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,agent,reservation_status,reservation_status_date,arrival_date,date_load,date_load_numeric
City Hotel,0,173,0,1,2,2,BB,PRT,0,0,0,F,F,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,173,0,1,2,1,SC,PRT,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,126,0,1,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,77,1,4,3,0,BB,BRA,0,0,0,D,D,9,Check-Out,2016-07-09,2016-07-04,2024-08-26,1724692037
City Hotel,0,156,0,4,2,0,BB,CHE,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-05,2024-08-26,1724692037
City Hotel,0,109,0,2,2,0,SC,LUX,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-07,2024-08-26,1724692037
City Hotel,0,71,0,3,2,0,BB,PRT,0,0,0,A,A,1,Check-Out,2016-07-09,2016-07-06,2024-08-26,1724692037
City Hotel,0,93,0,4,2,0,SC,NOR,0,0,0,A,A,1,Check-Out,2016-07-09,2016-07-05,2024-08-26,1724692037
City Hotel,0,140,0,1,2,2,BB,BEL,0,0,0,F,F,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,35,0,1,2,0,BB,ESP,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,118,0,1,2,0,BB,USA,0,0,0,A,A,7,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,87,1,4,2,0,SC,IRL,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-04,2024-08-26,1724692037
City Hotel,0,168,2,5,2,0,SC,GBR,0,0,0,A,A,7,Check-Out,2016-07-09,2016-07-02,2024-08-26,1724692037
City Hotel,0,145,1,4,2,0,BB,BEL,0,0,0,A,D,2,Check-Out,2016-07-09,2016-07-04,2024-08-26,1724692037
City Hotel,0,179,1,4,1,0,BB,GBR,0,0,0,A,A,7,Check-Out,2016-07-09,2016-07-04,2024-08-26,1724692037
City Hotel,0,2,0,3,2,0,BB,FIN,0,0,0,A,A,1,Check-Out,2016-07-09,2016-07-06,2024-08-26,1724692037
City Hotel,0,150,1,4,1,0,BB,GBR,0,0,0,A,A,2,Check-Out,2016-07-09,2016-07-04,2024-08-26,1724692037
City Hotel,0,17,2,7,2,0,BB,NLD,0,0,0,A,A,9,Check-Out,2016-07-09,2016-06-30,2024-08-26,1724692037
City Hotel,0,46,0,1,1,0,BB,ESP,0,0,0,A,D,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,14,0,1,2,0,SC,ESP,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,30,0,1,2,0,BB,FRA,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,1,0,1,2,0,BB,NLD,0,0,0,D,D,9,Check-Out,2016-07-09,2016-07-08,2024-08-26,1724692037
City Hotel,0,125,0,4,2,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-09,2016-07-05,2024-08-26,1724692037
City Hotel,0,19,0,4,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-09,2016-07-05,2024-08-26,1724692037
City Hotel,0,19,0,4,2,0,BB,BEL,0,0,0,D,D,9,Check-Out,2016-07-09,2016-07-05,2024-08-26,1724692037
City Hotel,0,0,0,3,2,0,SC,IRL,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-06,2024-08-26,1724692037
City Hotel,0,116,0,3,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-09,2016-07-06,2024-08-26,1724692037
City Hotel,0,137,0,4,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,104,0,4,2,0,BB,GBR,0,0,0,A,A,7,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,133,0,4,2,0,BB,DEU,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,0,0,0,2,0,BB,PRT,1,0,0,D,A,1,Check-Out,2016-07-10,2016-07-10,2024-08-26,1724692037
City Hotel,0,10,0,3,2,0,BB,NLD,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,158,0,3,2,1,BB,AUT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,166,0,5,2,0,SC,IRL,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,0,0,4,1,0,BB,FRA,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,129,0,2,2,0,BB,ITA,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,91,2,5,3,0,BB,GBR,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-03,2024-08-26,1724692037
City Hotel,0,91,2,5,2,0,BB,GBR,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-03,2024-08-26,1724692037
City Hotel,0,141,2,5,2,0,BB,ITA,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-03,2024-08-26,1724692037
City Hotel,0,254,0,1,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,254,0,1,2,0,BB,PRT,0,0,0,B,A,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,254,0,1,2,0,BB,NLD,0,0,0,B,A,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,151,0,4,2,0,BB,FRA,0,0,0,D,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,116,0,4,3,0,BB,GBR,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,21,0,5,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,21,0,5,2,0,SC,PRT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,12,0,3,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,10,0,4,3,1,BB,DEU,0,0,0,E,E,1,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,114,0,3,3,0,BB,ISR,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,179,0,4,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,157,0,4,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,60,0,1,3,0,BB,COL,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,109,0,2,2,1,BB,PRT,0,0,0,A,A,8,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,9,0,2,2,0,BB,PRT,0,0,0,E,E,1,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,162,0,4,3,0,BB,ESP,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,151,2,7,2,2,BB,ESP,0,0,0,F,F,9,Check-Out,2016-07-10,2016-07-01,2024-08-26,1724692037
City Hotel,0,157,0,3,2,0,BB,ESP,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,0,0,2,2,0,SC,NLD,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,8,0,3,1,0,BB,BGR,0,0,0,E,E,1,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,2,0,1,2,0,BB,PRT,0,0,0,A,A,7,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,31,0,3,2,1,BB,BRA,0,0,0,E,E,1,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,27,0,2,2,0,BB,FRA,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,96,0,4,2,0,SC,PRT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,28,0,3,2,0,SC,AUT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,13,0,1,2,2,BB,PRT,0,0,0,F,F,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,121,0,4,3,0,BB,IRL,0,0,0,A,A,2,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,176,0,4,2,1,BB,HUN,0,0,0,A,C,1,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,167,0,4,2,0,SC,GBR,0,0,0,A,A,8,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,97,0,2,2,0,BB,PRT,0,0,0,A,D,8,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,1,0,4,2,0,BB,ROU,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,166,0,4,2,0,BB,FRA,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,3,0,1,2,0,SC,PRT,0,0,0,A,A,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,158,0,3,3,0,BB,ESP,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-07,2024-08-26,1724692037
City Hotel,0,128,0,2,3,0,BB,GBR,0,0,0,A,D,9,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,39,0,2,2,0,BB,DEU,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-08,2024-08-26,1724692037
City Hotel,0,142,0,5,2,0,BB,FRA,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,144,0,5,2,0,SC,PRT,0,0,0,A,A,2,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,142,0,5,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-05,2024-08-26,1724692037
City Hotel,0,102,0,1,2,1,BB,DEU,0,0,0,A,D,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,44,0,1,2,1,BB,ROU,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,1,0,4,3,0,BB,FRA,0,0,0,D,D,9,Check-Out,2016-07-10,2016-07-06,2024-08-26,1724692037
City Hotel,0,82,0,1,3,1,BB,CN,0,0,0,D,E,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,44,0,1,2,1,BB,ROU,0,0,0,F,F,9,Check-Out,2016-07-10,2016-07-09,2024-08-26,1724692037
City Hotel,0,80,2,5,2,0,BB,PRT,0,0,0,D,D,8,Check-Out,2016-07-11,2016-07-04,2024-08-26,1724692037
City Hotel,0,131,1,1,2,1,BB,PRT,0,0,0,A,A,2,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,151,1,4,2,0,BB,GBR,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,4,1,2,2,0,SC,FRA,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,163,1,3,2,0,BB,IRL,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,166,1,3,2,0,SC,SWE,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,115,1,4,2,0,BB,FRA,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,177,1,1,2,0,HB,PRT,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,177,1,1,3,0,HB,PRT,0,0,0,A,D,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,12,1,1,2,0,HB,PRT,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,177,1,1,2,0,HB,ITA,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,10,1,1,1,0,HB,PRT,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,129,2,5,2,0,BB,GBR,0,0,0,A,A,7,Check-Out,2016-07-11,2016-07-04,2024-08-26,1724692037
City Hotel,0,8,1,1,1,0,HB,PRT,0,0,0,A,D,1,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,77,3,5,3,0,BB,FIN,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-03,2024-08-26,1724692037
City Hotel,0,54,1,0,2,2,BB,DZA,0,0,0,F,F,7,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,100,1,4,3,0,SC,GBR,0,0,0,A,D,7,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,1,1,0,3,0,BB,CN,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,80,1,2,3,0,BB,DEU,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,105,1,3,2,0,BB,DEU,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,6,1,2,1,0,BB,CHE,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,176,1,2,2,0,BB,BEL,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,110,1,3,3,0,BB,ESP,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,103,1,4,2,0,SC,DEU,0,0,0,A,A,8,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,178,1,4,2,0,SC,IRL,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,0,1,0,2,1,BB,PRT,0,0,0,A,F,9,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,180,1,0,1,0,BB,GBR,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,180,1,0,2,0,BB,GBR,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,137,1,4,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,0,1,2,2,0,SC,CHE,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,110,1,2,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,156,1,3,2,0,SC,NLD,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,130,1,4,2,0,BB,BEL,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,113,1,5,2,0,BB,PRT,0,0,0,D,A,7,Check-Out,2016-07-11,2016-07-05,2024-08-26,1724692037
City Hotel,0,151,1,5,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-05,2024-08-26,1724692037
City Hotel,0,31,1,1,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-09,2024-08-26,1724692037
City Hotel,0,177,2,5,2,0,BB,GBR,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-04,2024-08-26,1724692037
City Hotel,0,0,1,2,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,75,1,2,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,184,1,0,2,0,BB,NLD,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,45,1,0,3,0,BB,JPN,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-10,2024-08-26,1724692037
City Hotel,0,51,0,1,3,0,BB,JPN,0,0,1,D,D,9,Check-Out,2016-07-17,2016-07-16,2024-08-26,1724692037
City Hotel,0,4,1,2,2,2,BB,MEX,0,0,0,G,G,8,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,142,2,5,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-04,2024-08-26,1724692037
City Hotel,0,157,1,3,2,0,BB,IRL,0,0,0,A,A,2,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,138,1,5,2,0,HB,AUT,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-05,2024-08-26,1724692037
City Hotel,0,2,1,3,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-07,2024-08-26,1724692037
City Hotel,0,141,1,4,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,141,1,4,1,0,BB,NOR,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,5,1,2,2,0,BB,CN,0,0,0,A,A,9,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,108,1,4,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,79,1,4,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-11,2016-07-06,2024-08-26,1724692037
City Hotel,0,148,3,7,2,0,HB,DEU,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-01,2024-08-26,1724692037
City Hotel,0,25,1,2,2,0,BB,PRT,0,0,0,A,A,1,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,150,1,2,3,0,BB,DEU,0,0,0,A,A,2,Check-Out,2016-07-11,2016-07-08,2024-08-26,1724692037
City Hotel,0,1,2,1,2,0,BB,CHE,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,165,2,2,2,0,BB,IRL,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,109,2,0,3,0,BB,IRL,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,141,2,5,2,0,BB,PRT,0,0,0,D,A,2,Check-Out,2016-07-12,2016-07-05,2024-08-26,1724692037
City Hotel,0,7,1,0,1,0,BB,AUT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,0,2,0,2,0,SC,GBR,0,0,0,A,A,7,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,121,2,3,2,0,SC,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-07,2024-08-26,1724692037
City Hotel,0,94,2,2,3,0,BB,DEU,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,127,2,0,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,128,2,3,2,0,BB,FRA,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-07,2024-08-26,1724692037
City Hotel,0,3,2,0,1,0,BB,PRT,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,60,2,1,3,0,BB,PRT,0,0,0,E,E,1,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,109,2,1,2,0,BB,NZL,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,4,1,0,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,7,1,0,1,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,98,2,4,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,165,2,4,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,28,2,2,2,0,BB,ITA,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,166,2,3,2,0,BB,GBR,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-07,2024-08-26,1724692037
City Hotel,0,70,2,0,2,0,BB,FRA,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,193,2,2,2,1,BB,ESP,0,0,0,A,A,2,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,165,2,4,2,0,SC,GBR,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,99,2,1,2,0,SC,ESP,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,155,2,4,2,0,BB,GBR,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,88,2,5,2,0,BB,BEL,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-05,2024-08-26,1724692037
City Hotel,0,0,2,0,1,0,SC,IRL,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,39,2,0,2,0,BB,GBR,0,0,0,A,D,9,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,154,2,3,2,0,BB,FRA,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-07,2024-08-26,1724692037
City Hotel,0,56,1,0,2,0,BB,USA,0,0,0,A,A,7,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,149,2,5,2,1,BB,BEL,0,0,0,A,D,9,Check-Out,2016-07-12,2016-07-05,2024-08-26,1724692037
City Hotel,0,125,2,1,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,48,2,1,2,1,BB,BEL,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,1,2,2,3,0,BB,ESP,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,103,2,1,2,1,BB,FIN,0,0,0,A,D,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,112,2,3,2,0,BB,FRA,0,0,0,A,A,2,Check-Out,2016-07-12,2016-07-07,2024-08-26,1724692037
City Hotel,0,102,2,2,2,0,BB,PRT,0,0,0,A,A,2,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,36,2,1,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,119,3,5,2,0,BB,PRT,0,0,0,D,D,2,Check-Out,2016-07-12,2016-07-04,2024-08-26,1724692037
City Hotel,0,60,2,0,2,0,BB,GBR,0,0,0,A,A,2,Check-Out,2016-07-12,2016-07-10,2024-08-26,1724692037
City Hotel,0,48,2,1,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,7,1,0,2,1,BB,BEL,0,0,0,A,G,9,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,109,2,4,2,1,BB,FRA,0,0,0,A,D,9,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,109,2,4,3,0,BB,PRT,0,0,0,D,D,9,Check-Out,2016-07-12,2016-07-06,2024-08-26,1724692037
City Hotel,0,22,2,1,2,0,BB,ESP,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-09,2024-08-26,1724692037
City Hotel,0,1,1,0,2,0,SC,PRT,0,0,0,A,A,1,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,0,2,2,2,2,BB,AIA,0,0,0,G,G,8,Check-Out,2016-07-12,2016-07-08,2024-08-26,1724692037
City Hotel,0,184,1,0,2,0,BB,NLD,0,0,0,A,A,9,Check-Out,2016-07-12,2016-07-11,2024-08-26,1724692037
City Hotel,0,108,2,5,0,0,SC,PRT,0,0,0,A,K,8,Check-Out,2016-07-12,2016-07-05,2024-08-26,1724692037
City Hotel,0,128,2,3,2,0,SC,DEU,0,0,0,A,A,9,Check-Out,2016-07-13,2016-07-08,2024-08-26,1724692037
City Hotel,0,133,1,1,2,1,BB,DEU,0,0,0,A,D,9,Check-Out,2016-07-13,2016-07-11,2024-08-26,1724692037
City Hotel,0,269,2,1,2,0,BB,ARG,0,0,0,D,D,8,Check-Out,2016-07-13,2016-07-10,2024-08-26,1724692037
City Hotel,0,73,0,1,2,0,SC,CN,0,0,0,A,A,1,Check-Out,2016-07-13,2016-07-12,2024-08-26,1724692037
City Hotel,0,79,2,5,3,0,BB,CHE,0,0,0,D,A,9,Check-Out,2016-07-13,2016-07-06,2024-08-26,1724692037
City Hotel,0,57,0,1,2,0,BB,USA,0,0,0,A,A,9,Check-Out,2016-07-13,2016-07-12,2024-08-26,1724692037
City Hotel,0,60,2,2,2,0,BB,CHE,0,0,0,A,A,9,Check-Out,2016-07-13,2016-07-09,2024-08-26,1724692037
City Hotel,0,122,2,2,2,0,BB,PRT,0,0,0,A,A,9,Check-Out,2016-07-13,2016-07-09,2024-08-26,1724692037
City Hotel,0,159,2,5,2,0,BB,GBR,0,0,0,A,A,7,Check-Out,2016-07-13,2016-07-06,2024-08-26,1724692037
City Hotel,0,125,0,1,2,2,BB,PRT,0,0,0,F,F,9,Check-Out,2016-07-13,2016-07-12,2024-08-26,1724692037
City Hotel,0,0,0,1,1,0,BB,NLD,0,0,0,A,A,1,Check-Out,2016-07-13,2016-07-12,2024-08-26,1724692037
City Hotel,0,0,0,1,2,0,BB,RUS,0,0,0,A,A,9,Check-Out,2016-07-13,2016-07-12,2024-08-26,1724692037
City Hotel,0,117,2,3,3,0,BB,DEU,0,0,0,D,B,9,Check-Out,2016-07-13,2016-07-08,2024-08-26,1724692037
City Hotel,0,90,2,1,3,0,BB,PRT,0,0,0,A,A,2,Check-Out,2016-07-13,2016-07-10,2024-08-26,1724692037
City Hotel,0,51,2,2,3,0,BB,ESP,0,0,0,D,D,9,Check-Out,2016-07-13,2016-07-09,2024-08-26,1724692037
